run_utc	dataset_number	dataset_url	listing_page_url	file_url	file_name
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003180.pdf	EFTA00003180.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003181.pdf	EFTA00003181.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003182.pdf	EFTA00003182.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003183.pdf	EFTA00003183.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003184.pdf	EFTA00003184.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003185.pdf	EFTA00003185.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003186.pdf	EFTA00003186.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003187.pdf	EFTA00003187.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003188.pdf	EFTA00003188.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003189.pdf	EFTA00003189.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003190.pdf	EFTA00003190.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003191.pdf	EFTA00003191.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003192.pdf	EFTA00003192.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003193.pdf	EFTA00003193.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003194.pdf	EFTA00003194.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003195.pdf	EFTA00003195.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003196.pdf	EFTA00003196.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003197.pdf	EFTA00003197.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003198.pdf	EFTA00003198.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003199.pdf	EFTA00003199.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003200.pdf	EFTA00003200.pdf
20260219T011825Z	2	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/doj-disclosures/data-set-2-files	https://www.justice.gov/epstein/files/DataSet%202/EFTA00003201.pdf	EFTA00003201.pdf
