domain	url_count_last7d	first_seen_utc	last_seen_utc	sample_url
apnews.com	64	2026-02-07T07:14:03+00:00	2026-02-14T00:36:36+00:00	https://apnews.com/article/bondi-epstein-archivos-congreso-legisladores-comparecencia-9f361ca06bcb8cdd3cb31ab13d555034
foxnews.com	26	2026-02-08T19:47:57+00:00	2026-02-13T08:00:44+00:00	https://www.foxnews.com/entertainment/chappell-roan-dumps-talent-agency-over-boss-tight-leather-outfit-emails-ghislaine-maxwell
bbc.com	19	2026-02-12T06:06:25+00:00	2026-02-13T23:41:36+00:00	https://www.bbc.com/afrique/articles/cgl5487dkzgo
theguardian.com	16	2026-02-14T02:52:00+00:00	2026-02-14T02:52:01+00:00	https://www.theguardian.com/business/2026/feb/12/ex-barclays-boss-jes-staley-was-trustee-of-jeffrey-epstein-estate-until-2015-files-say
reuters.com	10	2026-02-12T03:21:12.317000+00:00	2026-02-13T14:09:37.680000+00:00	https://www.reuters.com/business/media-telecom/top-goldman-sachs-lawyer-kathy-ruemmler-resign-over-epstein-links-financial-2026-02-13/
