domain	url_count_last7d	first_seen_utc	last_seen_utc	sample_url
apnews.com	47	2026-02-10T17:13:06+00:00	2026-02-15T02:45:10+00:00	https://apnews.com/article/bondi-epstein-archivos-congreso-legisladores-comparecencia-9f361ca06bcb8cdd3cb31ab13d555034
foxnews.com	21	2026-02-10T14:47:30+00:00	2026-02-17T12:54:18+00:00	https://www.foxnews.com/entertainment/chappell-roan-dumps-talent-agency-over-boss-tight-leather-outfit-emails-ghislaine-maxwell
bbc.com	11	2026-02-15T21:32:23+00:00	2026-02-17T08:05:17+00:00	https://www.bbc.com/gahuza/articles/ce3glqv4n7jo
theguardian.com	9	2026-02-17T14:10:00+00:00	2026-02-17T14:10:01+00:00	https://www.theguardian.com/business/2026/feb/17/hyatt-chair-thomas-pritzker-jeffrey-epstein-ghislane-maxwell
reuters.com	3	2026-02-17T06:42:13.906000+00:00	2026-02-17T09:10:48.734000+00:00	https://www.reuters.com/fact-check/poolside-image-jeffrey-epstein-with-prominent-figures-is-ai-generated-2026-02-13/
