domain	url_count_last7d	first_seen_utc	last_seen_utc	sample_url
apnews.com	39	2026-02-11T01:36:24+00:00	2026-02-17T17:08:58+00:00	https://apnews.com/article/bondi-epstein-archivos-congreso-legisladores-comparecencia-9f361ca06bcb8cdd3cb31ab13d555034
foxnews.com	20	2026-02-11T08:00:19+00:00	2026-02-18T00:37:56+00:00	https://www.foxnews.com/entertainment/ex-prince-andrew-ignores-us-epstein-probe-requests-experts-warn-ghastly-optics-royal-family
bbc.com	13	2026-02-16T05:16:46+00:00	2026-02-17T21:45:36+00:00	https://www.bbc.com/gahuza/articles/ce3glqv4n7jo
theguardian.com	11	2026-02-18T01:04:00+00:00	2026-02-18T01:04:01+00:00	https://www.theguardian.com/business/2026/feb/17/hyatt-chair-thomas-pritzker-jeffrey-epstein-ghislane-maxwell
reuters.com	3	2026-02-16T20:19:50.742000+00:00	2026-02-17T15:28:55.757000+00:00	https://www.reuters.com/fact-check/poolside-image-jeffrey-epstein-with-prominent-figures-is-ai-generated-2026-02-13/
